"","id.musa","address","id.apn","id.acct","lot.sqft"
"131",9295,"3045 ASH  AVE  BOULDER Colorado","157705211018","R0001653",6628
"132",9367,"1830 CEDAR  AVE  BOULDER Colorado","146330216002","R0001728",7762
"133",3926,"3171 4TH  ST  BOULDER Colorado","146124308021","R0001732",6148
"134",4750,"200 28TH  ST  BOULDER Colorado","157705206009","R0001733",7291
"135",351,"836 9TH  ST  BOULDER Colorado","146331326007","R0001793",3738
"136",823,"1719 MAPLETON  AVE A BOULDER Colorado","146330227007","R0001812",7741
"137",9273,"1475 CHESTNUT  PL  BOULDER Colorado","146330205006","R0001825",7435
"138",3923,"3244 6TH  ST  BOULDER Colorado","146124400093","R0001834",6306
"139",9458,"3142 5TH  ST  BOULDER Colorado","146124422006","R0001863",9343
"140",6379,"1544 9TH  ST  BOULDER Colorado","146136119005","R0001907",5706
"141",7075,"2145 KOHLER  DR  BOULDER Colorado","157706406022","R0001918",19712
"142",909,"815 FOREST  AVE  BOULDER Colorado","146124414004","R0001932",6105
"143",261,"3115 FREMONT  ST  BOULDER Colorado","146319427031","R0001940",8622
"144",5891,"1228 7TH  ST  BOULDER Colorado","146136129003","R0001965",11395
"145",6537,"2741 4TH  ST  BOULDER Colorado","146125203014","R0001967",6236
"146",2372,"937 15TH  ST  BOULDER Colorado","146331317016","R0001981",6157
"147",7717,"3145 REPPLIER  ST  BOULDER Colorado","146319421009","R0002006",8607
"148",3736,"3570 CLOVERLEAF  DR  BOULDER Colorado","146319219003","R0002027",8628
"149",5193,"2442 BLUFF  ST A BOULDER Colorado","146330605005","R0002029",8089
"150",3655,"2958 7TH  ST  BOULDER Colorado","146125145002","R0002036",6346
"151",9995,"2299 4TH  ST  BOULDER Colorado","146125304011","R0002051",11508
"152",2109,"815 CIRCLE  DR  BOULDER Colorado","146136432010","R0002079",45618
"153",504,"3110 FREMONT  ST  BOULDER Colorado","146319430004","R0002081",7562
"154",11267,"1330 CEDAR  AVE  BOULDER Colorado","146330210004","R0002085",8027
"155",1175,"2856 ELM  AVE  BOULDER Colorado","157705205002","R0002089",6238
"156",9706,"1843 23RD  ST  BOULDER Colorado","146330447010","R0002091",5918
"157",1,"2250 GOSS  CIR  BOULDER Colorado","146330833002","R0002109",5614
"158",2645,"919 BROADWAY    BOULDER Colorado","146331400002","R0002121",1986
"159",5634,"2365 GRAPE  AVE  BOULDER Colorado","146319413013","R0002123",7223
"160",1315,"2950 17TH  ST A BOULDER Colorado","146330202001","R0002131",8254
"161",10398,"402 ALPINE  AVE  BOULDER Colorado","146125110008","R0002135",6031
"162",4129,"2455 BLUFF  ST  BOULDER Colorado","146330126001","R0002143",4694
"163",3582,"1900 EDGEWOOD  DR  BOULDER Colorado","146330113001","R0002154",11439
"164",3515,"1775 CEDAR  AVE  BOULDER Colorado","146330202007","R0002156",8713
"165",11232,"3035 ASH  AVE  BOULDER Colorado","157705211017","R0002165",6984
"166",1308,"3000 11TH  ST  BOULDER Colorado","146124405009","R0002167",6436
"167",6004,"2930 18TH  ST  BOULDER Colorado","146330201001","R0002172",10129
"168",1623,"3070 15TH  ST  BOULDER Colorado","146319320002","R0002183",22520
"169",5530,"1013 MAPLETON  AVE  BOULDER Colorado","146125400004","R0002195",10072
"170",6597,"1489 SUNSET  BLVD  BOULDER Colorado","146330226052","R0002223",55800
"171",8700,"834 MAXWELL  AVE  BOULDER Colorado","146125402004","R0002231",6645
"172",3583,"2130 22ND  ST  BOULDER Colorado","146330615008","R0002243",3125
"173",9094,"3150 3RD  ST  BOULDER Colorado","146124308006","R0002248",6105
"174",440,"725 7TH  ST  BOULDER Colorado","146136423004","R0002251",12454
"175",8212,"2530 HAWTHORN  AVE  BOULDER Colorado","146319413003","R0002277",7197
"176",1779,"3015 25TH  ST  BOULDER Colorado","146319427022","R0002278",6903
"177",1713,"2515 GRAPE  AVE  BOULDER Colorado","146319413018","R0002344",8715
"178",2145,"2895 DARTMOUTH  AVE  BOULDER Colorado","157705319009","R0002399",7634
"179",2872,"2510 FREMONT  ST  BOULDER Colorado","146319428019","R0002405",7244
"180",4204,"421 HIGHLAND  AVE  BOULDER Colorado","146125407007","R0002415",7109
"181",676,"2825 6TH  ST  BOULDER Colorado","146125151009","R0002422",10528
"182",2527,"3077 4TH  ST  BOULDER Colorado","146124309018","R0002439",7846
"183",9004,"2035 GLENWOOD  DR  BOULDER Colorado","146319418004","R0002465",7640
"184",255,"1460 NORWOOD  AVE  BOULDER Colorado","146319200006","R0002466",10230
"185",8986,"531 HAWTHORN  AVE  BOULDER Colorado","146124400072","R0002472",11428
"186",6395,"1116 6TH  ST  BOULDER Colorado","146136134002","R0002497",8474
"187",105,"2840 21ST  ST  BOULDER Colorado","146330106004","R0002498",8252
"188",3897,"2932 4TH  ST  BOULDER Colorado","146125155004","R0002526",6290
"189",6562,"571 IRIS  AVE  BOULDER Colorado","146124400021","R0002562",7384
"190",8484,"861 13TH  ST  BOULDER Colorado","146331322015","R0002574",6279
"191",318,"2300 JUNIPER  AVE  BOULDER Colorado","146319113003","R0002588",11206
"192",170,"3030 18TH  ST  BOULDER Colorado","146319325014","R0002600",6278
"193",1705,"2489 COLORADO  AVE  BOULDER Colorado","146332200082","R0002618",17657
"194",8006,"1150 JAY  ST  BOULDER Colorado","146136136006","R0002678",9303
"195",7780,"2827 11TH  ST  BOULDER Colorado","146125157004","R0002684",7497
"196",3991,"1975 BALSAM  DR  BOULDER Colorado","146330114006","R0002688",11768
"197",8166,"465 MARINE  ST  BOULDER Colorado","146136103008","R0002689",4358
"198",4040,"1845 BLUEBELL  AVE  BOULDER Colorado","157706119004","R0002692",8257
"199",500,"2427 20TH  ST  BOULDER Colorado","146330502007","R0002706",7043
"200",3918,"3143 8TH  ST  BOULDER Colorado","146124416017","R0002723",5898
"201",4910,"2137 PINE  ST  BOULDER Colorado","146330511010","R0002738",7042
"202",7612,"315 EVERGREEN  AVE  BOULDER Colorado","146124308011","R0002753",6453
"203",1890,"2124 PINE  ST  BOULDER Colorado","146330512003","R0002754",7056
"204",5228,"1056 8TH  ST  BOULDER Colorado","146136416015","R0002759",7095
"205",3150,"889 14TH  ST  BOULDER Colorado","146331321019","R0002790",5999
"206",9203,"3000 BIRCH  AVE  BOULDER Colorado","157705211005","R0002791",7326
"207",6799,"740 9TH  ST  BOULDER Colorado","146331327007","R0002808",3735
"208",1264,"3731 19TH  ST  BOULDER Colorado","146319200085","R0002852",21244
"209",912,"275 29TH  ST  BOULDER Colorado","157705206020","R0002855",6248
"210",9331,"730 MAXWELL  AVE B BOULDER Colorado","146125403005","R0002866",8866
"211",10557,"1603 SPRUCE  ST  BOULDER Colorado","146330312008","R0002897",6820
"212",8742,"3120 19TH  ST  BOULDER Colorado","146319423004","R0002903",7273
"213",8160,"808 10TH  ST  BOULDER Colorado","146331324021","R0002916",6137
"214",7701,"1836 MAPLETON  AVE  BOULDER Colorado","146330508003","R0002923",7145
"215",7156,"1505 BLUEBELL  AVE  BOULDER Colorado","157706212009","R0002931",9989
"216",3249,"2375 JASPER  CT  BOULDER Colorado","146319114029","R0002934",3862
"217",5517,"2316 WALNUT  ST  BOULDER Colorado","146330433012","R0002935",4493
"218",131,"2615 MAPLETON  AVE A BOULDER Colorado","146329205008","R0002974",9145
"219",5134,"3640 16TH  ST  BOULDER Colorado","146319214026","R0002980",6847
"220",337,"2250 FLORAL  DR  BOULDER Colorado","146319424015","R0002995",8775
"221",8477,"919 BALSAM  AVE  BOULDER Colorado","146125140007","R0002998",9499
"222",5679,"3821 CLOVERLEAF  DR  BOULDER Colorado","146319204007","R0003000",10533
"223",1888,"2920 17TH  ST  BOULDER Colorado","146330202009","R0003003",7944
"224",7099,"944 ARAPAHOE  AVE  BOULDER Colorado","146136118001","R0003036",9029
"225",486,"1535 MOSS ROCK  PL  BOULDER Colorado","146319208003","R0003046",10115
"226",7791,"640 MAPLETON  AVE  BOULDER Colorado","146125409002","R0003051",6892
"227",4370,"200 CAMDEN  PL  BOULDER Colorado","157706122003","R0003059",14494
"228",6457,"2003 ARAPAHOE  AVE  BOULDER Colorado","146330845008","R0003066",2439
"229",9329,"2313 PINE  ST  BOULDER Colorado","146330622001","R0003083",3200
"230",524,"855 12TH  ST  BOULDER Colorado","146331323010","R0003097",6252
"231",9546,"715 FOREST  AVE  BOULDER Colorado","146124415004","R0003121",7975
"232",1421,"2395 MEADOW  AVE  BOULDER Colorado","146319100009","R0003131",40240
"233",10744,"370 20TH  ST  BOULDER Colorado","157706110002","R0003144",6750
"234",4348,"2950 6TH  ST  BOULDER Colorado","146125149002","R0003149",9327
"235",6345,"204 28TH  ST  BOULDER Colorado","157705206008","R0003172",7047
"236",4012,"904 15TH  ST  BOULDER Colorado","146331318009","R0003173",6530
"237",544,"2360 DARTMOUTH  AVE  BOULDER Colorado","157706407002","R0003174",10500
"238",1243,"3525 CLOVERLEAF  DR  BOULDER Colorado","146319220003","R0003205",7299
"239",3888,"2430 GLENWOOD  DR  BOULDER Colorado","146319415008","R0003214",7158
"240",2537,"2285 EDGEWOOD  DR  BOULDER Colorado","146330101003","R0003284",12456
"241",2986,"2030 COLUMBINE  AVE  BOULDER Colorado","157706112004","R0003292",6775
"242",7829,"2220 COLUMBINE  AVE  BOULDER Colorado","157706104006","R0003303",6794
"243",1611,"2315 JASPER  CT  BOULDER Colorado","146319114032","R0003315",4886
"244",4402,"2735 6TH  ST  BOULDER Colorado","146125152011","R0003325",6285
"245",10891,"783 13TH  ST  BOULDER Colorado","146331331014","R0003332",9155
"246",592,"2075 BALSAM  DR  BOULDER Colorado","146330114014","R0003345",31394
"247",4313,"3111 BROADWAY    BOULDER Colorado","146124404012","R0003346",6354
"248",5287,"928 GRANDVIEW  AVE  BOULDER Colorado","146331230003","R0003351",2864
"249",1221,"70 31ST  ST  BOULDER Colorado","157705316007","R0003358",7200
"250",3176,"770 LINCOLN  PL  BOULDER Colorado","146331328002","R0003379",9536
"251",1965,"462 HAWTHORN  AVE  BOULDER Colorado","146124432006","R0003391",6976
"252",8043,"425 HAWTHORN  AVE  BOULDER Colorado","146124400077","R0003392",11391
"253",9256,"2215 NICHOLL  ST  BOULDER Colorado","146330105004","R0003398",8703
"254",3855,"2945 MOORHEAD  AVE  BOULDER Colorado","157705209002","R0003399",6881
"255",2866,"842 13TH  ST  BOULDER Colorado","146331321005","R0003438",6013
"256",4915,"3065 9TH  ST  BOULDER Colorado","146124412018","R0003445",6453
"257",2453,"1735 MAPLETON  AVE  BOULDER Colorado","146330227005","R0003464",7646
"258",1507,"1625 PINE  ST  BOULDER Colorado","146330309011","R0003481",7026
"259",9369,"2811 20TH  ST  BOULDER Colorado","146330111013","R0003495",11692
"260",6645,"511 MOUNTAIN VIEW  RD  BOULDER Colorado","146125432007","R0003543",7375
"261",1627,"1500 NORWOOD  AVE  BOULDER Colorado","146319206001","R0003553",8665
"262",7160,"3122 10TH  ST  BOULDER Colorado","146124407010","R0003589",5837
"263",2983,"1819 MARIPOSA  AVE  BOULDER Colorado","157706208006","R0003610",7075
"264",10614,"2991 FOLSOM  ST  BOULDER Colorado","146319428010","R0003642",8201
"265",8283,"2132 BLUEBELL  AVE  BOULDER Colorado","157706109003","R0003653",13285
"266",3645,"2120 MAPLETON  AVE  BOULDER Colorado","146330538001","R0003655",4119
"267",7151,"2736 3RD  ST  BOULDER Colorado","146125203003","R0003658",12476
"268",5819,"1718 MAPLETON  AVE  BOULDER Colorado","146330230004","R0003666",5886
"269",687,"820 8TH  ST  BOULDER Colorado","146136420014","R0003683",9539
"270",1020,"3024 WASHINGTON  ST  BOULDER Colorado","146319317006","R0003693",7440
"271",5737,"2200 KOHLER  DR  BOULDER Colorado","157706409004","R0003697",58216
"272",3392,"3455 17TH  ST  BOULDER Colorado","146319223005","R0003726",7253
"273",9119,"3580 16TH  ST  BOULDER Colorado","146319221011","R0003729",7089
"274",6580,"3508 KIRKWOOD  PL  BOULDER Colorado","146319110015","R0003748",11638
"275",5558,"285 FAIR  PL  BOULDER Colorado","157706123005","R0003751",9390
"276",9069,"2659 DAKOTA  PL  BOULDER Colorado","146125208003","R0003757",8542
"277",9536,"3121 WASHINGTON  ST A BOULDER Colorado","146319316010","R0003772",8837
"278",2128,"1453 NORTH  ST  BOULDER Colorado","146330225036","R0003816",9068
"279",8492,"3130 23RD  ST  BOULDER Colorado","146319426004","R0003817",6911
"280",892,"2805 17TH  ST  BOULDER Colorado","146330214006","R0003818",7251
"281",6723,"2050 NEHER  LN  BOULDER Colorado","146319100014","R0003838",16386
"282",574,"3585 IVY  CIR  BOULDER Colorado","146319110004","R0003859",9317
"283",1118,"2915 16TH  ST  BOULDER Colorado","146330204007","R0003870",6737
"284",8951,"2885 19TH  ST  BOULDER Colorado","146330216004","R0003879",8426
"285",4116,"2335 JUNIPER  AVE  BOULDER Colorado","146319114018","R0003888",4551
"286",9463,"2330 BALSAM  DR  BOULDER Colorado","146330119004","R0003916",7582
"287",8428,"342 HOLLYBERRY  LN  BOULDER Colorado","157706301001","R0003931",12310
"288",1498,"3005 BIRCH  AVE  BOULDER Colorado","157705210018","R0003942",8854
"289",561,"2213 PINE  ST  BOULDER Colorado","146330608008","R0003971",7412
"290",10367,"2905 REGIS  DR  BOULDER Colorado","157705329007","R0003978",8971
"291",6373,"2847 4TH  ST  BOULDER Colorado","146125202011","R0003986",10908
"292",452,"919 12TH  ST  BOULDER Colorado","146331314011","R0004006",6538
"293",11287,"406 PEARL  ST  BOULDER Colorado","146125440006","R0004024",7247
"294",10047,"837 15TH  ST  BOULDER Colorado","146331320016","R0004030",6315
"295",4142,"2260 MEADOW  AVE  BOULDER Colorado","146319105007","R0004047",35503
"296",669,"2132 MARIPOSA  AVE  BOULDER Colorado","157706108004","R0004084",6534
"297",1479,"2260 COLUMBINE  AVE  BOULDER Colorado","157706104011","R0004098",7140
"298",8101,"245 BROOK  PL  BOULDER Colorado","157706217001","R0004112",9242
"299",8901,"2055 KOHLER  DR  BOULDER Colorado","157706411009","R0004113",19056
"300",1163,"2510 KOHLER  DR  BOULDER Colorado","157706410001","R0004126",15659
"301",6790,"895 AURORA  AVE  BOULDER Colorado","146136414009","R0004167",6017
"302",10389,"3103 BROADWAY    BOULDER Colorado","146124404010","R0004170",6473
"303",9757,"1005 GILBERT  ST  BOULDER Colorado","146136405007","R0004194",17478
"304",372,"980 11TH  ST  BOULDER Colorado","146331314002","R0004222",5839
"305",2883,"1026 LINCOLN  PL  BOULDER Colorado","146331309008","R0004225",6150
"306",7148,"1485 LINDEN  AVE  BOULDER Colorado","146319209010","R0004243",7322
"307",10878,"3085 18TH  ST  BOULDER Colorado","146319326009","R0004253",11390
"308",3976,"909 EVERGREEN  AVE  BOULDER Colorado","146124410011","R0004255",7455
"309",6327,"750 13TH  ST  BOULDER Colorado","146331332004","R0004268",7732
"310",6725,"390 HOLLYBERRY  LN  BOULDER Colorado","157706306001","R0004318",17832
"311",8254,"733 13TH  ST  BOULDER Colorado","146331331010","R0004330",9316
"312",3938,"3545 23RD  ST  BOULDER Colorado","146319112010","R0004344",10884
"313",8571,"439 17TH  ST  BOULDER Colorado","157706211001","R0004363",9251
"314",4598,"2890 15TH  ST  BOULDER Colorado","146330213001","R0004380",7597
"315",6462,"1305 CEDAR  AVE  BOULDER Colorado","146330207003","R0004420",7808
"316",2328,"460 JAPONICA  WAY  BOULDER Colorado","146124115003","R0004436",13446
"317",5381,"2435 BLUFF  ST  BOULDER Colorado","146330123002","R0004451",1391
"318",8692,"2323 4TH  ST  BOULDER Colorado","146125306001","R0004454",19975
"319",11309,"3695 CATALPA  WAY  BOULDER Colorado","146319216015","R0004461",8692
"320",10017,"3330 25TH  ST  BOULDER Colorado","146319401008","R0004462",15435
"321",1224,"877 13TH  ST  BOULDER Colorado","146331322017","R0004472",6176
"322",10767,"2210 FLORAL  DR  BOULDER Colorado","146319424011","R0004494",9023
"323",169,"540 MAXWELL  AVE  BOULDER Colorado","146125405006","R0004511",1820
"324",5126,"1005 LINCOLN  PL  BOULDER Colorado","146331310010","R0004540",3612
"325",10778,"1270 26TH  ST  BOULDER Colorado","146332200056","R0004541",8484
"326",3975,"2650 DARTMOUTH  AVE  BOULDER Colorado","157706404002","R0004563",6493
"327",7275,"1343 BLUEBELL  AVE  BOULDER Colorado","157706229011","R0004566",11876
"328",6586,"3242 4TH  ST  BOULDER Colorado","146124433003","R0004567",8182
"329",11296,"2802 11TH  ST  BOULDER Colorado","146125156007","R0004572",6161
"330",4185,"2395 GLENWOOD  DR  BOULDER Colorado","146319414014","R0004578",7229
"331",3497,"2680 6TH  ST  BOULDER Colorado","146125116002","R0004579",5275
"332",5370,"2133 9TH  ST  BOULDER Colorado","146125423001","R0004593",11764
"333",10702,"125 30TH  ST  BOULDER Colorado","157705207017","R0004594",6238
"334",3327,"3180 18TH  ST  BOULDER Colorado","146319325006","R0004595",7038
